Date,Product_ID,Product_Name,Product_Category,Brand,Season,Is_Festival,Sales_Multiplier,Units_Sold,Revenue,Net_Profit,Year,Month,Week,Day,DayOfWeek,Quarter,Weekend,Lag_1,Lag_7,Lag_30,Rolling_7,Rolling_30,Demand_Growth
2024-10-22,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2080,748800.0,104677.33,2024,10,43,22,1,4,0,1826.0,1382.0,548.0,2429.8571428571427,2206.8,0.13910186199342833
2024-10-23,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2732,983520.0,139470.48,2024,10,43,23,2,4,0,2080.0,2419.0,2160.0,2474.5714285714284,2225.866666666667,0.31346153846153846
2024-10-24,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2308,830880.0,105680.21,2024,10,43,24,3,4,0,2732.0,2330.0,2319.0,2471.4285714285716,2225.5,-0.1551976573938506
2024-10-25,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2024,728640.0,90543.64,2024,10,43,25,4,4,0,2308.0,2581.0,2916.0,2391.8571428571427,2195.766666666667,-0.12305025996533792
2024-10-26,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,1798,647280.0,83740.39,2024,10,43,26,5,4,1,2024.0,1967.0,1616.0,2367.714285714286,2201.8333333333335,-0.11166007905138342
2024-10-27,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2182,785520.0,108643.98,2024,10,43,27,6,4,1,1798.0,3806.0,2020.0,2135.714285714286,2207.233333333333,0.21357063403781984
2024-10-28,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,1606,578160.0,70544.79,2024,10,44,28,0,4,0,2182.0,1826.0,3275.0,2104.285714285714,2151.6,-0.26397800183318054
2024-10-29,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2743,987480.0,145643.63999999998,2024,10,44,29,1,4,0,1606.0,2080.0,2056.0,2199.0,2174.5,0.7079701120797011
2024-10-30,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.28,2028,730080.0,92139.35,2024,10,44,30,2,4,0,2743.0,2732.0,2040.0,2098.4285714285716,2174.1,-0.26066350710900477
2024-10-31,PR003,Instant Noodles,Grocery,Nestlé,Festive,Yes,1.38,4886,1758960.0,238990.69,2024,10,44,31,3,4,0,2028.0,2308.0,3278.0,2466.714285714286,2227.7,1.4092702169625246
2024-11-01,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1711,615960.0,86730.59,2024,11,44,1,4,4,0,4886.0,2024.0,2389.0,2422.0,2205.1,-0.6498158002455996
2024-11-02,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2325,837000.0,115521.75,2024,11,44,2,5,4,1,1711.0,1798.0,2467.0,2497.285714285714,2200.366666666667,0.35885447106955004
2024-11-03,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2898,1043280.0,150465.26,2024,11,44,3,6,4,1,2325.0,2182.0,1455.0,2599.5714285714284,2248.4666666666667,0.2464516129032257
2024-11-04,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2871,1033560.0,142901.97,2024,11,45,4,0,4,0,2898.0,1606.0,1448.0,2780.285714285714,2295.9,-0.009316770186335366
2024-11-05,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2272,817920.0,99569.48,2024,11,45,5,1,4,0,2871.0,2743.0,1944.0,2713.0,2306.8333333333335,-0.20863810518982928
2024-11-06,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2509,903240.0,121716.81999999999,2024,11,45,6,2,4,0,2272.0,2028.0,1370.0,2781.714285714286,2344.8,0.10431338028169024
2024-11-07,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1774,638640.0,78546.91,2024,11,45,7,3,4,0,2509.0,4886.0,2329.0,2337.1428571428573,2326.3,-0.29294539657233953
2024-11-08,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1988,715680.0,97751.57,2024,11,45,8,4,4,0,1774.0,1711.0,2501.0,2376.714285714286,2309.2,0.12063134160090194
2024-11-09,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2748,989280.0,128734.77,2024,11,45,9,5,4,1,1988.0,2325.0,2829.0,2437.1428571428573,2306.5,0.3822937625754528
2024-11-10,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1402,504720.0,62835.85,2024,11,45,10,6,4,1,2748.0,2898.0,1544.0,2223.4285714285716,2301.766666666667,-0.48981077147016017
2024-11-11,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2829,1018440.0,141202.22,2024,11,46,11,0,4,0,1402.0,2871.0,2394.0,2217.4285714285716,2316.266666666667,1.0178316690442224
2024-11-12,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1740,626400.0,86654.83,2024,11,46,12,1,4,0,2829.0,2272.0,2136.0,2141.4285714285716,2303.0666666666666,-0.3849416755037116
2024-11-13,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1862,670320.0,89456.79,2024,11,46,13,2,4,0,1740.0,2509.0,1327.0,2049.0,2320.9,0.07011494252873574
2024-11-14,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2469,888840.0,118110.53,2024,11,46,14,3,4,0,1862.0,1774.0,1382.0,2148.285714285714,2357.133333333333,0.3259935553168636
2024-11-15,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2234,804240.0,113723.64,2024,11,46,15,4,4,0,2469.0,1988.0,2419.0,2183.4285714285716,2350.9666666666667,-0.09518023491292016
2024-11-16,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2775,999000.0,121960.0,2024,11,46,16,5,4,1,2234.0,2748.0,2330.0,2187.285714285714,2365.8,0.24216651745747542
2024-11-17,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1582,569520.0,75265.68,2024,11,46,17,6,4,1,2775.0,1402.0,2581.0,2213.0,2332.5,-0.42990990990990996
2024-11-18,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2461,885960.0,106335.70999999999,2024,11,47,18,0,4,0,1582.0,2829.0,1967.0,2160.4285714285716,2348.9666666666667,0.5556257901390644
2024-11-19,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1681,605160.0,79530.91,2024,11,47,19,1,4,0,2461.0,1740.0,3806.0,2152.0,2278.133333333333,-0.31694433157253155
2024-11-20,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,2636,948960.0,118519.54000000001,2024,11,47,20,2,4,0,1681.0,1862.0,1826.0,2262.5714285714284,2305.133333333333,0.5681142177275431
2024-11-21,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1501,540360.0,71868.4,2024,11,47,21,3,4,0,2636.0,2469.0,2080.0,2124.285714285714,2285.8333333333335,-0.4305766312594841
2024-11-22,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1310,471600.0,54349.81,2024,11,47,22,4,4,0,1501.0,2234.0,2732.0,1992.2857142857142,2238.4333333333334,-0.12724850099933382
2024-11-23,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1923,692280.0,101488.87,2024,11,47,23,5,4,1,1310.0,2775.0,2308.0,1870.5714285714287,2225.6,0.46793893129771
2024-11-24,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1427,513720.0,70188.33,2024,11,47,24,6,4,1,1923.0,1582.0,2024.0,1848.4285714285713,2205.7,-0.25793031721268855
2024-11-25,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1127,405720.0,54951.93,2024,11,48,25,0,4,0,1427.0,2461.0,1798.0,1657.857142857143,2183.3333333333335,-0.21023125437981782
2024-11-26,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1213,436680.0,55741.22,2024,11,48,26,1,4,0,1127.0,1681.0,2182.0,1591.0,2151.0333333333333,0.07630878438331856
2024-11-27,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1130,406800.0,55809.95,2024,11,48,27,2,4,0,1213.0,2636.0,1606.0,1375.857142857143,2135.1666666666665,-0.06842539159109651
2024-11-28,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1807,650520.0,83938.45,2024,11,48,28,3,4,0,1130.0,1501.0,2743.0,1419.5714285714287,2103.9666666666667,0.5991150442477877
2024-11-29,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1635,588600.0,83918.71,2024,11,48,29,4,4,0,1807.0,1310.0,2028.0,1466.0,2090.866666666667,-0.09518539014941896
2024-11-30,PR003,Instant Noodles,Grocery,Nestlé,Festive,No,1.35,1623,584280.0,94998.53,2024,11,48,30,5,4,1,1635.0,1923.0,4886.0,1423.142857142857,1982.1,-0.007339449541284404
2024-12-01,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2000,720000.0,98362.69,2024,12,48,1,6,4,1,1623.0,1427.0,1711.0,1505.0,1991.7333333333333,0.23228589032655567
2024-12-02,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2571,925560.0,142621.16999999998,2024,12,49,2,0,4,0,2000.0,1127.0,2325.0,1711.2857142857142,1999.9333333333334,0.2855000000000001
2024-12-03,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1909,687240.0,89498.64,2024,12,49,3,1,4,0,2571.0,1213.0,2898.0,1810.7142857142858,1966.9666666666667,-0.25748735900427844
2024-12-04,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1617,582120.0,72305.4,2024,12,49,4,2,4,0,1909.0,1130.0,2871.0,1880.2857142857142,1925.1666666666667,-0.15295966474594025
2024-12-05,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1325,477000.0,68943.05,2024,12,49,5,3,4,0,1617.0,1807.0,2272.0,1811.4285714285713,1893.6,-0.18058132343846633
2024-12-06,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1873,674280.0,74207.14,2024,12,49,6,4,4,0,1325.0,1635.0,2509.0,1845.4285714285713,1872.4,0.4135849056603773
2024-12-07,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2690,968400.0,128449.08,2024,12,49,7,5,4,1,1873.0,1623.0,1774.0,1997.857142857143,1902.9333333333334,0.43619861185264286
2024-12-08,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1633,587880.0,83985.84,2024,12,49,8,6,4,1,2690.0,2000.0,1988.0,1945.4285714285713,1891.1,-0.3929368029739777
2024-12-09,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1387,499320.0,62230.4,2024,12,50,9,0,4,0,1633.0,2571.0,2748.0,1776.2857142857142,1845.7333333333333,-0.15064298836497247
2024-12-10,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1647,592920.0,80719.79000000001,2024,12,50,10,1,4,0,1387.0,1909.0,1402.0,1738.857142857143,1853.9,0.18745493871665464
2024-12-11,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2180,784800.0,99649.15,2024,12,50,11,2,4,0,1647.0,1617.0,2829.0,1819.2857142857142,1832.2666666666667,0.323618700667881
2024-12-12,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1779,640440.0,79342.26,2024,12,50,12,3,4,0,2180.0,1325.0,1740.0,1884.142857142857,1833.5666666666666,-0.18394495412844036
2024-12-13,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,3179,1144440.0,159318.34,2024,12,50,13,4,4,0,1779.0,1873.0,1862.0,2070.714285714286,1877.4666666666667,0.7869589657110736
2024-12-14,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1124,404640.0,48122.51,2024,12,50,14,5,4,1,3179.0,2690.0,2469.0,1847.0,1832.6333333333334,-0.6464296948726014
2024-12-15,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1991,716760.0,95921.48,2024,12,50,15,6,4,1,1124.0,1633.0,2234.0,1898.142857142857,1824.5333333333333,0.7713523131672597
2024-12-16,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1087,391320.0,55710.65,2024,12,51,16,0,4,0,1991.0,1387.0,2775.0,1855.2857142857142,1768.2666666666667,-0.4540431943746861
2024-12-17,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2532,911520.0,118384.33,2024,12,51,17,1,4,0,1087.0,1647.0,1582.0,1981.7142857142858,1799.9333333333334,1.329346826126955
2024-12-18,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1506,542160.0,70841.95,2024,12,51,18,2,4,0,2532.0,2180.0,2461.0,1885.4285714285713,1768.1,-0.4052132701421801
2024-12-19,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1904,685440.0,89617.91,2024,12,51,19,3,4,0,1506.0,1779.0,1681.0,1903.2857142857142,1775.5333333333333,0.2642762284196547
2024-12-20,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2563,922680.0,118635.43,2024,12,51,20,4,4,0,1904.0,3179.0,2636.0,1815.2857142857142,1773.1,0.34611344537815136
2024-12-21,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,3282,1181520.0,169132.3,2024,12,51,21,5,4,1,2563.0,1124.0,1501.0,2123.5714285714284,1832.4666666666667,0.2805306281701132
2024-12-22,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1447,520920.0,74591.05,2024,12,51,22,6,4,1,3282.0,1991.0,1310.0,2045.857142857143,1837.0333333333333,-0.5591102985984155
2024-12-23,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1515,545400.0,82821.79000000001,2024,12,52,23,0,4,0,1447.0,1087.0,1923.0,2107.0,1823.4333333333334,0.04699378023496892
2024-12-24,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1600,576000.0,76041.22,2024,12,52,24,1,4,0,1515.0,2532.0,1427.0,1973.857142857143,1829.2,0.05610561056105601
2024-12-25,PR003,Instant Noodles,Grocery,Nestlé,Winter,Yes,1.28,2234,804240.0,99949.68,2024,12,52,25,2,4,0,1600.0,1506.0,1127.0,2077.8571428571427,1866.1,0.39625
2024-12-26,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,3059,1101240.0,139574.76,2024,12,52,26,3,4,0,2234.0,1904.0,1213.0,2242.8571428571427,1927.6333333333334,0.3692927484333035
2024-12-27,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1741,626760.0,83944.27,2024,12,52,27,4,4,0,3059.0,2563.0,1130.0,2125.4285714285716,1948.0,-0.4308597580908794
2024-12-28,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2012,724320.0,96033.71,2024,12,52,28,5,4,1,1741.0,3282.0,1807.0,1944.0,1954.8333333333333,0.15565766800689262
2024-12-29,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,1532,551520.0,78650.42,2024,12,52,29,6,4,1,2012.0,1447.0,1635.0,1956.142857142857,1951.4,-0.23856858846918494
2024-12-30,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2302,828720.0,101123.03,2024,12,1,30,0,4,0,1532.0,1515.0,1623.0,2068.5714285714284,1974.0333333333333,0.5026109660574412
2024-12-31,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,1.18,2352,846720.0,126845.45000000001,2024,12,1,31,1,4,0,2302.0,1600.0,2000.0,2176.0,1985.7666666666667,0.021720243266724504
2025-01-01,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1885,678600.0,88405.45999999999,2025,1,1,1,2,1,0,2352.0,2234.0,2571.0,2126.1428571428573,1962.9,-0.19855442176870752
2025-01-02,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2042,735120.0,107053.58,2025,1,1,2,3,1,0,1885.0,3059.0,1909.0,1980.857142857143,1967.3333333333333,0.08328912466843508
2025-01-03,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1712,616320.0,92220.02,2025,1,1,3,4,1,0,2042.0,1741.0,1617.0,1976.7142857142858,1970.5,-0.16160626836434866
2025-01-04,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1411,507960.0,65353.8,2025,1,1,4,5,1,1,1712.0,2012.0,1325.0,1890.857142857143,1973.3666666666666,-0.17581775700934577
2025-01-05,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1962,706320.0,100542.6,2025,1,1,5,6,1,1,1411.0,1532.0,1873.0,1952.2857142857142,1976.3333333333333,0.39050318922749816
2025-01-06,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1656,596160.0,88206.31,2025,1,2,6,0,1,0,1962.0,2302.0,2690.0,1860.0,1941.8666666666666,-0.15596330275229353
2025-01-07,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1701,612360.0,74194.06999999999,2025,1,2,7,1,1,0,1656.0,2352.0,1633.0,1767.0,1944.1333333333334,0.02717391304347827
2025-01-08,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1692,609120.0,93232.63,2025,1,2,8,2,1,0,1701.0,1885.0,1387.0,1739.4285714285713,1954.3,-0.005291005291005346
2025-01-09,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2439,878040.0,135195.12,2025,1,2,9,3,1,0,1692.0,2042.0,1647.0,1796.142857142857,1980.7,0.4414893617021276
2025-01-10,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1949,701640.0,98238.53,2025,1,2,10,4,1,0,2439.0,1712.0,2180.0,1830.0,1973.0,-0.20090200902009026
2025-01-11,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1610,579600.0,77173.7,2025,1,2,11,5,1,1,1949.0,1411.0,1779.0,1858.4285714285713,1967.3666666666666,-0.17393535146228833
2025-01-12,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,817,294120.0,31978.629999999997,2025,1,2,12,6,1,1,1610.0,1962.0,3179.0,1694.857142857143,1888.6333333333334,-0.49254658385093164
2025-01-13,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1665,599400.0,80161.19,2025,1,3,13,0,1,0,817.0,1656.0,1124.0,1696.142857142857,1906.6666666666667,1.0379436964504283
2025-01-14,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1705,613800.0,83130.38,2025,1,3,14,1,1,0,1665.0,1701.0,1991.0,1696.7142857142858,1897.1333333333334,0.024024024024023927
2025-01-15,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,3093,1113480.0,144566.44,2025,1,3,15,2,1,0,1705.0,1692.0,1087.0,1896.857142857143,1964.0,0.8140762463343107
2025-01-16,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2054,739440.0,97453.95,2025,1,3,16,3,1,0,3093.0,2439.0,2532.0,1841.857142857143,1948.0666666666666,-0.3359198189460071
2025-01-17,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1428,514080.0,70333.03,2025,1,3,17,4,1,0,2054.0,1949.0,1506.0,1767.4285714285713,1945.4666666666667,-0.30477117818889976
2025-01-18,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2210,795600.0,123532.43,2025,1,3,18,5,1,1,1428.0,1610.0,1904.0,1853.142857142857,1955.6666666666667,0.5476190476190477
2025-01-19,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1419,510840.0,75431.79000000001,2025,1,3,19,6,1,1,2210.0,817.0,2563.0,1939.142857142857,1917.5333333333333,-0.35791855203619904
2025-01-20,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1519,546840.0,68892.72,2025,1,4,20,0,1,0,1419.0,1665.0,3282.0,1918.2857142857142,1858.7666666666667,0.0704721634954193
2025-01-21,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2012,724320.0,102471.58,2025,1,4,21,1,1,0,1519.0,1705.0,1447.0,1962.142857142857,1877.6,0.3245556287030942
2025-01-22,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1910,687600.0,87739.11,2025,1,4,22,2,1,0,2012.0,3093.0,1515.0,1793.142857142857,1890.7666666666667,-0.050695825049701826
2025-01-23,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1131,407160.0,52705.76,2025,1,4,23,3,1,0,1910.0,2054.0,1600.0,1661.2857142857142,1875.1333333333334,-0.4078534031413612
2025-01-24,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1654,595440.0,92262.58,2025,1,4,24,4,1,0,1131.0,1428.0,2234.0,1693.5714285714287,1855.8,0.462422634836428
2025-01-25,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1219,438840.0,67392.14,2025,1,4,25,5,1,1,1654.0,2210.0,3059.0,1552.0,1794.4666666666667,-0.2629987908101572
2025-01-26,PR003,Instant Noodles,Grocery,Nestlé,Winter,Yes,1.05,2362,850320.0,137440.05,2025,1,4,26,6,1,1,1219.0,1419.0,1741.0,1686.7142857142858,1815.1666666666667,0.9376538146021329
2025-01-27,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1494,537840.0,76114.4,2025,1,5,27,0,1,0,2362.0,1519.0,2012.0,1683.142857142857,1797.9,-0.36748518204911096
2025-01-28,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1669,600840.0,75766.98,2025,1,5,28,1,1,0,1494.0,2012.0,1532.0,1634.142857142857,1802.4666666666667,0.11713520749665318
2025-01-29,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1685,606600.0,89522.31,2025,1,5,29,2,1,0,1669.0,1910.0,2302.0,1602.0,1781.9,0.009586578789694489
2025-01-30,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,1454,523440.0,67846.02,2025,1,5,30,3,1,0,1685.0,1131.0,2352.0,1648.142857142857,1751.9666666666667,-0.13709198813056378
2025-01-31,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.95,2110,759600.0,105245.82,2025,1,5,31,4,1,0,1454.0,1654.0,1885.0,1713.2857142857142,1759.4666666666667,0.4511691884456672
2025-02-01,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1776,639360.0,86872.99,2025,2,5,1,5,1,1,2110.0,1219.0,2042.0,1792.857142857143,1750.6,-0.1582938388625592
2025-02-02,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2462,886320.0,124936.52,2025,2,5,2,6,1,1,1776.0,2362.0,1712.0,1807.142857142857,1775.6,0.38626126126126126
2025-02-03,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,924,332640.0,33812.9,2025,2,6,3,0,1,0,2462.0,1494.0,1411.0,1725.7142857142858,1759.3666666666666,-0.6246953696181966
2025-02-04,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2558,920880.0,132467.54,2025,2,6,4,1,1,0,924.0,1669.0,1962.0,1852.7142857142858,1779.2333333333333,1.7683982683982684
2025-02-05,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2062,742320.0,96227.7,2025,2,6,5,2,1,0,2558.0,1685.0,1656.0,1906.5714285714287,1792.7666666666667,-0.19390148553557462
2025-02-06,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2712,976320.0,133193.85,2025,2,6,6,3,1,0,2062.0,1454.0,1701.0,2086.285714285714,1826.4666666666667,0.3152279340446169
2025-02-07,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,717,258120.0,33432.85,2025,2,6,7,4,1,0,2712.0,2110.0,1692.0,1887.2857142857142,1793.9666666666667,-0.7356194690265487
2025-02-08,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2871,1033560.0,144751.25,2025,2,6,8,5,1,1,717.0,1776.0,2439.0,2043.7142857142858,1808.3666666666666,3.00418410041841
2025-02-09,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,827,297720.0,37603.71,2025,2,6,9,6,1,1,2871.0,2462.0,1949.0,1810.142857142857,1770.9666666666667,-0.711947056774643
2025-02-10,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1680,604800.0,85334.77,2025,2,7,10,0,1,0,827.0,924.0,1610.0,1918.142857142857,1773.3,1.0314389359129383
2025-02-11,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2011,723960.0,88263.98,2025,2,7,11,1,1,0,1680.0,2558.0,817.0,1840.0,1813.1,0.1970238095238095
2025-02-12,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1132,407520.0,52767.77,2025,2,7,12,2,1,0,2011.0,2062.0,1665.0,1707.142857142857,1795.3333333333333,-0.43709597215315765
2025-02-13,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1684,606240.0,90151.03,2025,2,7,13,3,1,0,1132.0,2712.0,1705.0,1560.2857142857142,1794.6333333333334,0.4876325088339222
2025-02-14,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1263,454680.0,53983.09,2025,2,7,14,4,1,0,1684.0,717.0,3093.0,1638.2857142857142,1733.6333333333334,-0.25
2025-02-15,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,3064,1103040.0,156668.13,2025,2,7,15,5,1,1,1263.0,2871.0,2054.0,1665.857142857143,1767.3,1.4259699129057797
2025-02-16,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2550,918000.0,116501.95,2025,2,7,16,6,1,1,3064.0,827.0,1428.0,1912.0,1804.7,-0.1677545691906005
2025-02-17,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1094,393840.0,50719.57,2025,2,8,17,0,1,0,2550.0,1680.0,2210.0,1828.2857142857142,1767.5,-0.5709803921568628
2025-02-18,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,3334,1200240.0,169637.53,2025,2,8,18,1,1,0,1094.0,2011.0,1419.0,2017.2857142857142,1831.3333333333333,2.047531992687386
2025-02-19,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2015,725400.0,86718.45999999999,2025,2,8,19,2,1,0,3334.0,1132.0,1519.0,2143.4285714285716,1847.8666666666666,-0.39562087582483507
2025-02-20,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1880,676800.0,93443.33,2025,2,8,20,3,1,0,2015.0,1684.0,2012.0,2171.4285714285716,1843.4666666666667,-0.0669975186104218
2025-02-21,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2203,793080.0,116175.31,2025,2,8,21,4,1,0,1880.0,1263.0,1910.0,2305.714285714286,1853.2333333333333,0.17180851063829783
2025-02-22,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2192,789120.0,103825.67,2025,2,8,22,5,1,1,2203.0,3064.0,1131.0,2181.1428571428573,1888.6,-0.004993191103041306
2025-02-23,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,432,155520.0,25915.21,2025,2,8,23,6,1,1,2192.0,2550.0,1654.0,1878.5714285714287,1847.8666666666666,-0.8029197080291971
2025-02-24,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1740,626400.0,76740.12,2025,2,9,24,0,1,0,432.0,1094.0,1219.0,1970.857142857143,1865.2333333333333,3.0277777777777777
2025-02-25,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,1674,602640.0,76708.72,2025,2,9,25,1,1,0,1740.0,3334.0,2362.0,1733.7142857142858,1842.3,-0.037931034482758585
2025-02-26,PR003,Instant Noodles,Grocery,Nestlé,Winter,No,0.98,2032,731520.0,99949.72,2025,2,9,26,2,1,0,1674.0,2015.0,1494.0,1736.142857142857,1860.2333333333333,0.2138590203106332
